ticker,earnings_date,spectral_entropy,dominant_frequency,dominant_power,cumulative_abnormal_return,day1_abnormal_return,pre_window_size,post_window_size,lm_polarity,lm_subjectivity
META,2022-04-27,2.321058426224068,0.3,0.20199623089038574,0.15783450337783175,-0.0365282984144403,30,5,0.1437908492032978,0.0724260354858163
META,2022-02-02,2.0190358169327043,0.36666666666666664,0.4407938342494948,-0.3662982740433719,0.0027941602956727575,30,5,0.0441176468966263,0.0602970516381518
META,2021-10-25,2.5942613419800886,0.36666666666666664,0.15482440537795727,-0.016646455461809265,0.007142128074314624,30,5,0.2195121943571003,0.0668997668841725
META,2021-04-28,2.3966848310356843,0.5,0.2407107618224518,0.05213188021741186,0.011848828346165836,30,5,0.2575757566000918,0.0621322664010044
META,2021-01-27,2.4720114021809363,0.06666666666666667,0.18613930379671928,-0.048682609895403746,-0.011023555154781244,30,5,0.0300751878568601,0.0628247519927197
NVDA,2022-11-16,2.438183659854565,0.23333333333333334,0.1594853458130979,-0.04194201011739154,-0.038765132415218936,30,5,0.0508474573398448,0.0503986332430527
NVDA,2022-08-24,2.1962682950843613,0.1,0.27832205207935035,-0.07013763553587685,-0.0008126690988352536,30,5,-0.2656249989624023,0.0728721889914966
NVDA,2022-05-25,2.3006575941222915,0.43333333333333335,0.22851628435148624,0.08674081873010275,0.040777969924018956,30,5,0.1724137922541192,0.053846153831871
NVDA,2022-02-16,2.443008496952804,0.3,0.15147689077730975,-0.11281930200829983,-0.0005163622222045633,30,5,0.3179190733068261,0.0478561548968586
NVDA,2021-11-17,2.168506997994131,0.0,0.31905982044153197,0.05215106516472603,-0.029253423804675157,30,5,0.1717171708499132,0.053297442785115
NVDA,2021-08-18,2.176735968501602,0.16666666666666666,0.30039748441409075,0.10451908194920288,-0.010710580057443145,30,5,0.1705069116566502,0.0548256695162138
NVDA,2021-02-24,2.3732682153951274,0.4,0.20620667740467336,-0.050947838190970714,0.01397171737529628,30,5,0.4187192097600039,0.0532808398810286
AMD,2023-01-31,2.4729770696008906,0.3333333333333333,0.13881857291084662,0.12129953113005014,0.021993345546899544,30,5,0.1689497709180376,0.056240369785249
AMD,2022-11-01,2.3020574808313334,0.36666666666666664,0.2780773905635396,0.06540128389375939,-0.0022968681750825722,30,5,-0.2165898607530421,0.0523017594475049
AMD,2022-08-02,2.462346012435097,0.13333333333333333,0.18566162082052054,0.0280396568996833,0.03222387947952375,30,5,0.1447368411530471,0.0428893905070853
AMD,2022-05-03,2.173513308442706,0.3,0.392445926347154,0.0006399103790600408,0.009683195510608525,30,5,0.3230769214201183,0.0466061185357059
AMD,2022-02-01,2.428279984756246,0.06666666666666667,0.15487345867219912,0.08513513610339646,0.015168735004190366,30,5,0.2903225790842872,0.0497592295211987
AMD,2021-10-26,2.4593728916898847,0.13333333333333333,0.13526197478416566,0.0133764866528461,0.003747983257491475,30,5,0.2662721877735373,0.048815713446327
AMD,2021-07-27,2.4700615165753295,0.13333333333333333,0.1850658544809334,0.17592514992903582,-0.004073051959700716,30,5,0.3333333312757202,0.0489425981725248
AMD,2021-04-27,2.3061454617871298,0.5,0.2484753079068523,-0.08513964891646736,-0.0021290221700713562,30,5,0.2486187831568023,0.0468790468669051
AMD,2021-01-26,2.156053199613564,0.06666666666666667,0.24462972343074657,-0.049753909463200546,0.007705032658653136,30,5,0.3203883479592799,0.050901902631356
INTC,2023-01-26,2.4336763273339788,0.03333333333333333,0.1715112404282437,-0.047207658322299326,0.0021155664888944468,30,5,0.2584269655662164,0.0800359712050278
INTC,2022-10-27,2.4802136027759154,0.16666666666666666,0.24794514179615765,0.02658173013467002,-0.02980265272073214,30,5,0.2795389040935478,0.0796236805691547
INTC,2022-07-28,2.2664584640292147,0.13333333333333333,0.29369210930277656,-0.12840048615060656,-0.024230703729635986,30,5,0.3045977002741445,0.074152993804783
INTC,2022-04-28,2.219575950377139,0.3,0.24550655966869928,0.0009094376556322789,0.010252827471562882,30,5,0.3758389249132922,0.0686477769940917
INTC,2022-01-26,2.3281909653809807,0.23333333333333334,0.21633587007414348,-0.08268089218057065,0.015950731347702155,30,5,0.4944237899835547,0.0667328206234847
INTC,2021-10-21,2.1895843658255094,0.13333333333333333,0.2931444775191381,-0.14850724889824066,0.008708824736835279,30,5,0.5426829251747471,0.0781138366091655
INTC,2021-07-22,2.4503338688947265,0.1,0.2108568242085759,-0.06763971733104573,-0.0069052617905791865,30,5,0.2831541208489099,0.07439999998016
INTC,2021-04-22,2.135101393878229,0.23333333333333334,0.35189918426091576,-0.10350631861427635,-0.008723787707883133,30,5,0.380597013505235,0.0682454799928073
